Name,Price,Release Date,Publisher,Developer,PerPosRev30,TNR30,PerPosRevAT,TNRAT,Genre,Storage,Mac,Windows,SteamLinux,MacWindow,MacSteam,WindowSteam,All,AvgNRAT,AvgNR30,AvgPrice
A Sceptic's Guide to Magic,4.99,8/16/2019,"GrabTheGames,","Pilgrim Adventures,",0,0,96,30,Adventure,0.85,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Hook,0.99,1/25/2015,"Maciej Targoni,","Maciej Targoni, Wojciech Wasiak,",10,28,97,7340,Casual,100,1,1,1,1,1,1,1,591.1660777,19.47349823,25.58780919
Pesterquest,39.99,9/4/2019,"Fellow Traveller,","What Pumpkin Games, Inc.,",10,15,93,920,Indie,1,1,1,1,1,1,1,1,802.9269841,12.4984127,25.0667619
18 Wheels of Steel: Extreme Trucker 2,9.99,1/6/2011,"Cosmi Valusoft,","SCS Software,",0,0,71,97,Simulation,0.54,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Big Pharma,14.99,8/27/2015,"Positech Games,","Twice Circled,",0,0,77,1253,Management,2,1,1,1,1,1,1,1,5486.619048,92.85714286,32.84714286
Smart Home Design,34.99,8/31/2021,"Sebastian Kemper,","Sebastian Kemper,",0,0,0,0,Simulation,0.5,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
KNIGHT SLAVE -The Dark Valkyrie of Depravity-,13.99,7/1/2021,"WASABI entertainment,","dorgel,",0,0,54,11,RPG,0.7,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Daenerys Miracle,0.99,4/7/2021,"SeedWall,","SeedWall,",0,0,0,0,Arena,2,0,1,0,0,0,0,0,147.1666667,3,28.49
Daenerys doesn’t want Hentai,59.99,10/15/2019,"SeedWall,","SeedWall,",0,0,57,42,Nudity,3,0,1,0,0,0,0,0,1750.259259,15.18518519,25.24962963
Abducted: The Night Hunters,29.99,7/1/2021,".Cat,",".Cat,",0,0,10,11,Early,1,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
MAZEMAN,4.99,10/8/2021,"Beautiful Glitch,","Beautiful Glitch,",0,0,10,11,Arcade,0.3,1,1,1,1,1,1,1,1175.8,4,207.086
Puzzletronics Digital Infinite,6.94,4/20/2021,"Naoka Games,","Naoka Games,",0,0,92,25,Casual,0.19,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
BlitzKeep Unleashed,8.99,10/15/2018,"Flint Games,","Flint Games,",0,0,0,0,Action,1,1,1,1,1,1,1,1,3264.582596,57.48230088,45.25634218
Tools Up!,39.99,12/3/2019,"All in! Games,","The Knights of Unity,",0,0,77,496,Casual,3,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Trailer Shop Simulator,19.99,7/21/2021,"GidAzGames,","GidAzGames,",0,0,64,54,Simulation,1,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Dollhouse,29.99,5/24/2019,"SOEDESCO,","Creazn Studio,",0,0,55,97,Horror,5,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Survive: The king killer,36.77,2/20/2018,"Big Black Bear,","WhackAKey Games,",0,0,0,0,Adventure,4,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Shadow Gangs,24.99,4/10/2020,"JKM corp,","JKM corp,",0,0,84,19,Action,1,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Maitetsu:Last Run!!,34.99,10/30/2020,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
DeathSpank,59.99,10/25/2010,"Electronic Arts,","Hothead Games,",0,0,94,476,RPG,0,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
DeathSpank: Thongs of Virtue,59.99,11/30/2010,"Electronic Arts,","Hothead Games,",0,0,87,115,Action,0,1,1,0,1,0,0,0,3264.582596,57.48230088,45.25634218
Anime Zodiac,0.99,8/12/2021,"Hunny Bunny Studio,","Hunny Bunny Studio,",0,0,58,24,Sexual,0.8,0,1,0,0,0,0,0,2270.12,55.18666667,18.34426667
OPUS: Rocket of Whispers Original Soundtrack,9.99,2/8/2018,"SIGONO INC.,","SIGONO INC.,",0,0,0,0,Adventure,0,0,0,0,0,0,0,0,1660.002024,30.6437247,53.61291498
AeternoBlade II: Director's Rewind,29.99,9/7/2020,"Corecell Technology Co.,Ltd,","Corecell Technology Co.,Ltd,",0,0,71,21,Action,9,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Hack 'n' Slash,243.17,9/9/2014,"Double Fine Productions,","Double Fine Productions,",0,0,59,470,Adventure,3,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Lawless Lands,15.99,8/14/2020,"Corrosive Studios LLC,","Corrosive Studios LLC,",0,0,90,70,Choose,2,0,1,0,0,0,0,0,630.7647059,7.235294118,31.45058824
CDF Starfighter VR,39.99,2/4/2020,"MAG Studios,","MAG Studios,",0,0,59,89,Simulation,12,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
TeamTower,24.99,9/10/2021,"pink rabbit,","pink rabbit,",0,0,66,24,Early,2,1,1,0,1,0,0,0,2148.634615,61.64423077,23.27759615
Mount & Blade,19.99,9/16/2008,"TaleWorlds Entertainment,","TaleWorlds Entertainment,",94,18,92,4153,RPG,0,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Elmarion: Dragon's Princess,9.99,12/14/2020,"Fleon Games,","Fleon Games,",0,0,82,62,Adventure,3,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Up Left Out,0.99,6/27/2018,"Maciej Targoni,","Maciej Targoni, Wojciech Wasiak,",0,0,93,297,Puzzle,0.2,1,1,1,1,1,1,1,4557.517647,50.68235294,26.37352941
Trials® Rising,19.99,2/26/2019,"Ubisoft,","RedLynx,",80,10,64,1835,Racing,23,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
The Deed,0.99,11/23/2015,"GrabTheGames, WhisperGames,","Pilgrim Adventures, GrabTheGames Studios,",0,0,91,1625,RPGMaker,0.512,0,1,0,0,0,0,0,3005.333333,43.66666667,10.32333333
Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,39.99,4/1/2000,"Humongous Entertainment, Nightdive Studios,","Humongous Entertainment,",0,0,97,220,Adventure,0.512,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Racket Fury: Table Tennis VR,59.99,11/9/2017,"Pixel Edge Games,","Pixel Edge Games,",0,0,81,249,Casual,3,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
This Merchant Life,14.99,9/6/2019,"Inexplicable Games,","Inexplicable Games,",0,0,77,125,Strategy,0.2,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
USFIV: Wild Costume Pack,19.99,12/16/2014,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
SIMULACRA,19.99,10/26/2017,"Kaigan Games OÜ, Neon Doctrine,","Kaigan Games OÜ,",95,23,93,1944,Horror,0.6,1,1,0,1,0,0,0,9720.064,250.024,25.10824
XIII - Classic,39.99,11/18/2003,"Microids,","Ubisoft Paris Studio,",96,28,92,1194,Action,2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
USFIV: Vacation Complete Pack,19.99,8/11/2014,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Virtual Villagers - The Secret City,59.99,5/28/2008,"Last Day of Work,","Last Day of Work,",0,0,88,70,Simulation,0,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Rise of the Triad: Dark War,39.99,12/21/1994,"Apogee Entertainment,","Apogee Software,",0,0,90,61,Action,0,1,1,0,1,0,0,0,3264.582596,57.48230088,45.25634218
Sudden Strike 4,39.99,8/11/2017,"Kalypso Media,","Kite Games,",75,32,76,4692,Strategy,12,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Parking Slide,6.94,7/26/2021,"Naoka Games,","Naoka Games,",0,0,84,26,Casual,0.15,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Master of Orion 3,59.99,2/25/2003,"Wargaming Labs,","Quicksilver Software,",0,0,48,98,Strategy,2,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Star Ruler 2,29.99,3/27/2015,"Blind Mind Studios,","Blind Mind Studios, Glacicle,",0,0,81,617,Strategy,0.6,0,1,1,0,0,1,0,4109.025381,81.53553299,41.05142132
Lonely in the Winter,2.99,2/15/2018,"SoyeR,","SoyeR,",0,0,88,34,Indie,0.5,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
USFIV: Horror Complete Pack,19.99,10/27/2015,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
SpellPunk VR,10.99,4/24/2020,"Incineration Productions,","Incineration Productions,",0,0,75,16,Action,2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Typing Instructor Platinum 21,29.99,9/1/2010,"Individual Software,","Individual Software,",0,0,81,11,Education,0.58,0,1,0,0,0,0,0,203.875,0,23.74
Biotope,59.99,7/23/2019,"2tainment GmbH,","MBL Development,",0,0,43,160,Simulation,0.95,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
Boot Camp Fitness,10.99,3/18/2021,"Kevin Baker,","Kevin Baker,",0,0,10,24,Sports,5,0,1,0,0,0,0,0,2365.833333,70.66666667,42.68636364
The Shattering,39.99,4/21/2020,"Deck13,","Super Sexy Software,",0,0,86,138,Adventure,8,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Lorelai,19.99,4/26/2019,"Screen 7,","Harvester Games,",76,13,88,776,Adventure,11,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
GolfTopia,29.99,3/30/2021,"MinMax Games Ltd.,","MinMax Games Ltd.,",0,0,96,277,Strategy,1,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
War Tech Fighters,19.99,7/25/2018,"Green Man Gaming Publishing,","Drakkar Dev,",0,0,75,188,Action,4,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Enemy Front,49.99,6/10/2014,"CI Games,","CI Games,",76,21,63,2760,Action,10,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Smashbox Arena,39.99,12/21/2016,"BigBox VR, Inc.,","BigBox VR, Inc.,",0,0,93,340,VR,3,0,1,0,0,0,0,0,3732.898305,67.79661017,29.26067797
Survive the Nights,29.99,12/21/2017,"a2z Interactive,","a2z Interactive,",61,60,67,1609,Open,10,1,1,0,1,0,0,0,52041.20455,856.2045455,31.81897727
Reanimation Inc.,9.99,10/18/2019,"Dmitrii Lomakin,","Dmitrii Lomakin,",0,0,81,77,Simulation,0.2,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Dragon Age: Origins,19.99,11/6/2009,"Electronic Arts,","BioWare,",88,43,92,8368,RPG,0,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
My Vow to My Liege,19.99,9/21/2020,"方块游戏(CubeGame),","YETU GAME,",89,68,95,2321,Female,1,1,1,0,1,0,0,0,1203.5,23,19.24
Sins of a Solar Empire: Trinity®,44.99,2/9/2010,"Stardock Entertainment,","Ironclad Games, Stardock Entertainment,",0,0,77,588,4X,0,0,1,0,0,0,0,0,990.5,6.5,44.99
Divided Reigns,14.99,4/2/2021,"Nostalgia Addict Games,","Andrew Ryan Henke, Adam Dover,",0,0,90,60,RPG,3,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Luck be a Landlord Soundtrack,11.99,8/2/2021,N/A,"TrampolineTales,",0,0,0,0,Soundtrack,93,0,1,0,0,0,0,0,42.3125,2.3125,16.61375
Wonder Boy in Monster World,29.99,5/2/2012,N/A,"SEGA,",0,0,0,0,Metroidvania,0,1,1,1,1,1,1,1,9198.259259,217.8518519,28.65333333
Escape from DuFo,19.99,8/14/2021,"Triple-A Studio,","Shcherbinskyi Artem,",0,0,0,0,Horror,2.2,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Sam & Max: The Devil’s Playhouse,29.99,4/15/2010,"Telltale Games,","Telltale Games,",0,0,92,242,Adventure,0,1,1,0,1,0,0,0,1660.002024,30.6437247,53.61291498
Forged Battalion,19.99,8/14/2018,"Team17 Digital Ltd,","Petroglyph,",0,0,64,713,Strategy,2,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
NABOKI,14.99,11/12/2019,"Maciej Targoni,","Maciej Targoni, Wojciech Wasiak,",0,0,94,210,Casual,0.5,1,1,1,1,1,1,1,591.1660777,19.47349823,25.58780919
Guacamelee! 2,19.99,8/21/2018,"DrinkBox Studios,","DrinkBox Studios,",88,18,91,1728,Metroidvania,2,0,1,0,0,0,0,0,9198.259259,217.8518519,28.65333333
Kubifaktorium,14.99,7/3/2019,"Mirko Seithe,","Mirko Seithe,",0,0,78,350,Colony,0.3,0,1,1,0,0,1,0,9991,157.4,32.238
Putty Pals,29.99,2/15/2017,"Harmonious Games,","Harmonious Games,",0,0,95,72,Indie,2,1,1,0,1,0,0,0,802.9269841,12.4984127,25.0667619
Putt-Putt® Joins the Circus,39.99,12/31/2000,"Humongous Entertainment, Nightdive Studios,","Humongous Entertainment,",0,0,85,47,Casual,0.512,1,1,1,1,1,1,1,591.1660777,19.47349823,25.58780919
Through the Woods,39.99,10/27/2016,"1C Entertainment,","Antagonist,",0,0,73,890,Adventure,10,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Last Day of June,29.99,8/1/2017,"5N/A5 Games,","Ovosonico,",10,17,88,1990,Adventure,3,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Dick Wilde 2,39.99,2/19/2019,"Playstack,","Bolverk Games,",0,0,77,18,Action,2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
New Star Manager,54.99,9/27/2018,"Five Aces Publishing Ltd.,","New Star Games Ltd.,",83,12,87,310,Simulation,0.28,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
Crom: Journey of Conquest,14.99,9/27/2021,"Halberd Entertainment,","Martijn van Leeuwen,",0,0,0,0,Strategy,2,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Love Language Japanese,19.99,1/11/2019,"Initiative Media,","Papurika.moe,",0,0,82,139,Nudity,1,0,1,0,0,0,0,0,1750.259259,15.18518519,25.24962963
PowerBeatsVR - VR Fitness,19.99,11/18/2020,"Five Mind Creations,","Five Mind Creations,",0,0,87,286,Indie,2,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Cake Bash,0.00,10/14/2020,"Coatsink,","High Tea Frog,",0,0,89,143,Casual,0.8,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Jenny LeClue - Detectivu,29.99,9/19/2019,"Mografi,","Mografi,",64,14,88,617,Detective,2,1,1,1,1,1,1,1,7035.75,104.9166667,35.73583333
RUSH: A Disney • PIXAR Adventure,19.99,9/14/2018,"Xbox Game Studios,","Asobo Studio,",0,0,73,119,Casual,24,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Clicker Heroes 2,19.99,7/16/2018,"Playsaurus,","Playsaurus,",47,17,59,1884,Clicker,3,1,1,0,1,0,0,0,3445.833333,723.5,25.82333333
Disney Pirates of the Caribbean: At Worlds End,39.99,5/22/2007,"Disney,"," Eurocom Entertainment Software,",0,0,71,128,Adventure,1.434,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Earthworm Jim Collection,39.99,11/4/2009,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
The Great Ace Attorney 2: Resolve Grand Performance Recording,29.99,7/27/2021,"CAPCOM CO., LTD.,","CAPCOM Co., Ltd.,",0,0,0,0,N/A,0.575,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Sorcery! Parts 1 and 2,39.99,2/2/2016,"inkle Ltd,","inkle Ltd,",0,0,90,350,RPG,0.5,1,1,0,1,0,0,0,4388.014535,70.58139535,41.3109593
Paleon,29.99,4/22/2021,"Paleodev,","Paleodev,",0,0,87,99,Simulation,0.5,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Overland,39.99,9/19/2019,"Finji,","Finji,",0,0,71,311,Strategy,1.5,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Zombie Training Simulator,9.99,4/15/2016,"Acceleroto, Inc.,","Acceleroto, Inc.,",0,0,93,228,Action,0.8,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
United Assault - Normandy '44,49.99,4/13/2021,"Polygon Art Publishing,","Polygon Art, Enigma Entertainment,",0,0,65,29,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
The Warlock of Firetop Mountain,19.99,8/30/2016,"Tin Man Games,","Tin Man Games,",0,0,80,270,Adventure,3,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
Antigraviator,14.99,6/6/2018,"Iceberg Interactive,","Cybernetic Walrus,",0,0,64,114,Racing,6,0,1,0,0,0,0,0,4392.66055,184.4678899,30.58091743
Suicide Guy Deluxe Edition,59.99,6/3/2021,"Chubby Pixel Publishing,","Chubby Pixel,",0,0,93,58,Puzzle,4,1,1,1,1,1,1,1,4557.517647,50.68235294,26.37352941
3dSen VR,24.99,6/4/2019,"Geod Studio,","Geod Studio,",0,0,92,101,Early,0.2,0,1,0,0,0,0,0,2148.634615,61.64423077,23.27759615
Helheim Hassle,29.98,8/18/2020,"The Yogscast,","Perfectly Paranormal,",0,0,98,69,Adventure,1.5,1,1,1,1,1,1,1,1660.002024,30.6437247,53.61291498
sweet pool,59.99,12/19/2018,"JAST USA,","Nitroplus,",0,0,89,167,Adventure,4,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Abomi Nation,19.99,7/29/2021,"DANGEN Entertainment,","Orange Pylon Games,",0,0,88,44,Indie,1,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
Blacksmith of the Sand Kingdom,19.99,1/6/2021,"KEMCO,","Rideon,Inc.,",0,0,75,93,RPG,0.6,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Delta Force Bootcamp,39.99,6/25/2009,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Island SAGA,19.99,5/19/2020,"Remtairy,","Kamichichi,",0,0,89,203,Sexual,6,1,1,1,1,1,1,1,2270.12,55.18666667,18.34426667
Shores Unknown,19.99,2/17/2021,"Hitcents,","Vallynne,",0,0,74,70,CRPG,10,0,1,0,0,0,0,0,1140.090909,278.9090909,21.80818182
Sword and Fairy 3 Ex,7.99,8/6/2004,"SOFTSTAR ENTERTAINMENT,","SOFTSTAR TECHNOLOGY(SHANGHAI),",72,11,78,166,RPG,5,0,1,0,0,0,0,0,4388.014535,70.58139535,41.3109593
Free Company VR,29.99,1/8/2020,"Pomshine Games,","Pomshine Games,",0,0,59,27,Action,15,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Paper Train Traffic,2.99,3/4/2016,"isTom Games Kft.,","isTom Games Kft.,",0,0,77,74,Casual,0.15,0,1,1,0,0,1,0,591.1660777,19.47349823,25.58780919
Gazillionaire,0.00,1/14/2020,"LavaMind,","LavaMind,",0,0,92,118,Casual,50,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
Kofi Quest: Alpha MOD,29.99,1/28/2020,"Loftur Studio,","Loftur Studio,",0,0,94,114,Adventure,2,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Mad Bullets,2.99,6/10/2016,"isTom Games Kft.,","isTom Games Kft.,",0,0,92,208,Action,0.2,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Xentron Attack,0.00,9/11/2020,"PsychoFlux Entertainment,","Hijong Park,",0,0,0,0,Shoot,30,0,1,0,0,0,0,0,520.3333333,3.444444444,43.97444444
Rolling Bird,0.00,12/28/2018,"PsychoFlux Entertainment,","Hijong Park,",0,0,91,12,Action,30,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Plantera,19.99,1/28/2016,"VaragtP,","VaragtP,",90,10,88,3641,Clicker,50,0,1,0,0,0,0,0,3445.833333,723.5,25.82333333
Pixel Piracy,19.99,4/23/2015,N/A,"Vitali Kirpu,",69,13,64,5377,Pirates,0.2,1,1,1,1,1,1,1,4913.142857,20.71428571,29.27571429
Pentasma,0.00,1/31/2020,"PsychoFlux Entertainment,","Hijong Park,",0,0,10,14,Action,30,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Devileader,0.00,6/25/2021,"PsychoFlux Entertainment,","Hijong Park,",0,0,0,0,Shoot,40,0,1,0,0,0,0,0,520.3333333,3.444444444,43.97444444
The Yawhg,9.99,5/30/2013,"Damian Sommer,","Damian Sommer, Emily Carroll,",0,0,83,993,Choose,100,0,1,0,0,0,0,0,630.7647059,7.235294118,31.45058824
Billiards Dungeon,19.99,7/30/2021,"Mauve Gaming,","Mauve Gaming,",0,0,0,0,Pool,1,0,1,0,0,0,0,0,786,3.666666667,44.99
Automata Break,59.99,9/18/2020,"Pumpkin Head Studio,","Pumpkin Head Studio,",0,0,0,0,Tower,1,0,1,0,0,0,0,0,5299.307692,139.2692308,25.49
TITANIC Shipwreck Exploration,19.99,10/16/2018,"Immersive VR Education PLC,","Immersive VR Education PLC,",0,0,71,38,Simulation,6,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Sword of the Stars II: Enhanced Edition,49.99,11/30/2012,"Paradox Interactive,","Kerberos Productions,",0,0,43,615,Strategy,0,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Race for the Galaxy,19.99,6/27/2017,"Temple Gates Games,","Temple Gates Games,",0,0,91,270,Strategy,100,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Windlands,29.99,4/5/2016,"Psytec Games Ltd,","Psytec Games Ltd,",0,0,76,765,VR,3,1,1,0,1,0,0,0,3732.898305,67.79661017,29.26067797
Alek - The Lost Kingdom,19.99,1/16/2021,"Blackmyers Studio,","Jessy Lemieux,",0,0,78,131,Adventure,4,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Outlaws of the Old West,29.99,3/12/2019,"Wandering Wizard,","Virtual Basement LLC,",36,33,63,4900,Open,20,0,1,0,0,0,0,0,52041.20455,856.2045455,31.81897727
Beyond Blue,29.99,6/11/2020,"E-Line Media,","E-Line Media,",10,10,87,665,Underwater,10,0,1,0,0,0,0,0,665,10,29.99
Children of a Dead Earth,29.99,9/23/2016,"Q Switched Productions, LLC,","Q Switched Productions, LLC,",0,0,91,519,Simulation,0.2,1,1,0,1,0,0,0,2702.746479,57.28450704,36.66304225
The Mummy Demastered,29.99,10/24/2017,"WayForward,","WayForward,",0,0,80,350,Action,0.5,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Government Simulator,19.99,12/4/2017,"Ambiera,","Ambiera,",0,0,45,156,Political,0.12,0,1,0,0,0,0,0,2596.888889,33.11111111,17.10111111
DEADBOLT,29.99,3/14/2016,"Hopoo Games,","Hopoo Games,",10,34,96,3296,Pixel,0.13,1,1,1,1,1,1,1,6145.181818,79.09090909,20.30818182
Adventure Time: Pirates of the Enchiridion,39.99,7/17/2018,"Outright Games Ltd.,","Climax Studios,",0,0,88,303,Adventure,3,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Industrial Petting,19.99,3/17/2020,"Another Yeti,","Another Yeti,",0,0,95,49,Casual,0.6,1,1,0,1,0,0,0,591.1660777,19.47349823,25.58780919
3 Minute Heroes,24.99,12/3/2020,"Sinkhole Studio,","Sinkhole Studio,",0,0,97,88,Strategy,1,0,1,0,0,0,0,0,4109.025381,81.53553299,41.05142132
Conflict Desert Storm™,39.99,9/13/2002,"Square Enix,","Pivotal Games,",0,0,74,732,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Rebel! Pure love fighters!,6.99,10/1/2021,"Miss Banana,","Miss Banana,",0,0,79,48,Sexual,1,0,1,0,0,0,0,0,2270.12,55.18666667,18.34426667
Creatura,59.99,3/31/2021,"Koksny.com,","Koksny.com,",0,0,86,58,Simulation,0.5,1,1,1,1,1,1,1,2702.746479,57.28450704,36.66304225
Unicorn Tails,39.99,6/22/2020,"RavenFist Studios LLC,","RavenFist Studios LLC,",0,0,95,40,Casual,5,0,1,0,0,0,0,0,591.1660777,19.47349823,25.58780919
Silent Storm Gold Edition,39.99,9/9/2004,"THQ Nordic,","Nival,",0,0,88,747,Turn-Based,2,0,1,0,0,0,0,0,8875.321429,100.9285714,34.53535714
Lost Planet: Extreme Condition Colonies Edition,19.99,2/11/2010,"Capcom,","CAPCOM CO., LTD.,",0,0,62,282,Action,0,0,1,0,0,0,0,0,3264.582596,57.48230088,45.25634218
Hand of Fate,24.99,2/17/2015,"Defiant Development,","Defiant Development,",84,13,90,7476,Roguelike,5,1,1,1,1,1,1,1,6308.1,88.43333333,20.75666667
Zombasite,124.91,8/23/2016,"Soldak Entertainment,","Soldak Entertainment,",0,0,79,160,RPG,0.35,1,1,1,1,1,1,1,4388.014535,70.58139535,41.3109593
Fort Triumph,9.99,4/16/2020,"All in! Games,","CookieByte Entertainment,",0,0,78,569,Strategy,3,1,1,1,1,1,1,1,4109.025381,81.53553299,41.05142132
Tres-Bashers,29.99,9/30/2021,"ondydev,","ondydev,",0,0,97,35,Metroidvania,52,1,1,1,1,1,1,1,9198.259259,217.8518519,28.65333333
QuiVr,59.99,6/18/2018,"Alvios, Inc.,","Blueteak,",0,0,90,465,Archery,5,0,1,0,0,0,0,0,465,0,59.99
Landlord's Super,19.99,4/30/2020,"The Yogscast,","Minskworks,",91,12,91,606,Simulation,1,0,1,0,0,0,0,0,2702.746479,57.28450704,36.66304225
Kaze and the Wild Masks,19.99,3/26/2021,"SOEDESCO,","PixelHive,",0,0,97,440,Indie,0.6,0,1,0,0,0,0,0,802.9269841,12.4984127,25.0667619
The Great Ace Attorney: Adventures Grand Performance Recording,29.99,7/27/2021,"CAPCOM CO., LTD.,","CAPCOM Co., Ltd.,",0,0,0,0,N/A,0.685,0,1,0,0,0,0,0,1.719557196,0.070110701,30.50527675
Hover,59.99,5/31/2017,"Dear Villagers,","Midgar Studio, Fusty Game,",0,0,83,1311,Parkour,2,1,1,1,1,1,1,1,10603.4,133.8,31.99
Sakura Dungeon,19.99,6/3/2016,"Winged Cloud,","Winged Cloud,",81,11,91,1218,Nudity,1,1,1,1,1,1,1,1,1750.259259,15.18518519,25.24962963
Cobra Kai: The Karate Kid Saga Continues,19.99,1/5/2021,"GameMill Entertainment,","Flux Games,",0,0,90,184,Beat,6,0,1,0,0,0,0,0,752,11.57142857,18.70428571
Street Fighter® IV,49.99,7/7/2009,"Capcom,","Capcom,",0,0,68,432,Fighting,0,0,1,0,0,0,0,0,10982.21739,220.2173913,41.51173913
Black Ice,59.99,7/9/2014,"Super Duper Game Company,","Super Duper Garrett Cooper,",0,0,95,381,RPG,1,1,1,1,1,1,1,1,4388.014535,70.58139535,41.3109593
Perception,39.99,5/30/2017,"The Deep End Games,","The Deep End Games,",0,0,72,421,Horror,7,0,1,0,0,0,0,0,9720.064,250.024,25.10824
Mystery Case Files: Key to Ravenhearst Collector's Edition,9.99,5/17/2019,"Big Fish Games,","Eipix Entertainment,",0,0,10,20,Adventure,1.009,0,1,0,0,0,0,0,1660.002024,30.6437247,53.61291498
Styx: Master of Shadows,59.99,10/7/2014,"Cyanide Studio, Nacon,","Cyanide Studio,",77,36,83,6475,Stealth,8,0,1,0,0,0,0,0,9300.37037,124.7407407,39.62
